"prop_id","ReviewScore"
18026,18
555,34
64617,57
42519,65
73156,0
66613,0
7469,0
85925,0
26998,0
53842,0
119563,0
135728,0
109660,0
109099,0
137285,0
102656,0
95132,0
107406,0
17453,0
50047,0
12571,18
20659,48
83077,0
6752,0
21043,0
107164,0
53140,0
27207,60
100156,0
47621,0
50195,0
68182,0
48881,0
105637,0
18421,90
100642,0
5117,0
36336,0
92886,0
125306,0
136161,0
13334,0
42156,0
56856,0
61355,0
55388,0
19796,36
128141,0
74693,0
6599,0
87608,0
30892,0
124436,0
109283,0
55653,0
53793,0
123391,0
45832,0
48913,0
122002,0
9545,57
19202,97
92724,0
108197,0
53172,0
115106,0
62273,0
100549,0
110225,0
47864,0
78330,0
86079,0
3628,0
3854,0
86892,0
6913,0
2094,47
56776,0
105517,0
113152,0
104310,0
65701,0
14840,58
38346,0
81787,0
97121,0
41326,69
130951,0
94553,0
126818,55
54703,55
10642,92
17580,4
13484,5
88389,0
1736,47
16466,62
120374,0
67110,0
28908,0
70697,2
92411,0
33591,0
62417,0
85147,43
27969,23
125656,0
139453,0
5505,36
21108,0
14844,0
43028,51
78649,0
117772,0
13872,0
115166,0
125079,0
89365,0
93462,0
135695,0
55905,63
53141,0
58049,0
92868,0
25564,49
79240,6
90380,0
5267,66
68364,0
137498,0
82865,0
132416,0
51616,0
47392,0
110663,0
119316,0
53412,0
71152,0
44170,0
7064,0
15640,42
68544,67
123268,0
134549,0
53454,0
94135,0
16024,1
76396,0
71039,0
90013,0
44883,0
70302,0
18294,63
125127,0
63965,4
72731,0
86248,0
72915,0
42967,0
136631,0
14180,0
90083,0
49855,3
133815,0
53841,0
30802,0
80268,0
17678,0
56620,0
59008,0
108189,0
24495,70
107702,0
65572,0
26960,0
119464,0
79502,0
111824,0
122581,0
125598,0
127970,0
77284,0
67457,47
42271,61
37011,0
82594,0
91897,0
44137,75
44749,0
45746,0
53373,0
73638,0
102597,0
1376,7
46280,0
78285,12
90128,0
6151,0
63872,72
97823,0
122378,0
61003,0
52382,0
58080,0
14535,0
73627,0
85951,0
32548,0
5679,0
15186,0
131189,0
57632,0
76160,0
88820,0
55903,0
69188,0
116861,0
9676,73
13368,39
17815,0
84736,68
24164,3
15284,0
37481,0
92030,0
130658,0
67045,0
100667,0
52732,0
136076,0
137703,0
84456,0
15037,0
117112,28
42926,43
124555,0
122713,0
80052,0
25085,91
2714,47
122959,0
49921,0
61801,0
1189,0
12664,0
46221,7
19006,0
9022,33
74558,0
123213,0
41252,0
96916,0
85581,0
109624,0
5239,7
18931,0
46120,0
6837,0
55220,32
80900,0
111556,0
41805,0
81054,0
4261,35
43895,0
41108,4
75939,0
96185,0
3838,9
93306,0
116308,0
121156,0
87274,0
123219,0
199,49
110744,0
32284,0
63897,0
112720,0
104314,0
51026,0
52451,0
95258,0
97574,0
90376,0
128903,0
15251,20
34012,0
49506,0
126934,73
30522,0
32374,0
128605,0
135153,0
130585,0
40728,23
105910,0
98198,0
114201,0
124990,0
102395,0
126888,0
131863,0
51893,0
138668,0
95154,0
133204,0
65924,64
72640,0
134702,0
67657,0
90478,0
27730,0
74792,0
106834,0
109913,0
104640,0
117121,-2
104064,0
114866,0
4340,0
1729,71
99356,0
1221,-2
48268,0
66842,0
80664,0
66874,0
33198,0
87326,0
87692,0
132574,0
83346,0
133470,0
60633,0
85988,0
110474,0
12891,-1
123148,0
11866,-10
113832,0
68483,0
43949,0
11661,67
24350,58
34048,0
10403,0
32254,0
79322,0
106346,0
113071,0
9441,0
2950,50
27574,0
60582,0
91184,0
4026,55
139424,0
93402,0
109318,0
50556,15
32901,0
5994,0
74122,0
119801,0
12328,23
122430,0
139761,0
49431,0
9965,72
129127,0
45824,0
55088,0
39209,0
20376,0
20525,63
126342,0
118321,0
424,8
90576,0
104854,0
71930,0
74961,0
100833,0
64174,0
73924,0
100748,0
118117,0
38397,0
107856,0
92048,0
139305,0
6371,68
137564,0
137042,0
37642,0
117108,0
58576,0
55471,59
74890,0
63012,0
136010,0
100104,0
103475,0
6395,46
78693,0
38705,33
103230,0
48675,0
76257,0
97746,0
131567,0
13033,16
94649,0
128041,0
123183,0
52338,0
140532,0
4984,21
43309,0
110279,0
136268,0
23602,79
8775,-23
23315,0
15588,59
140194,0
17969,56
138604,0
79316,0
119369,0
81785,0
61079,0
127776,0
74083,0
93502,0
8213,33
14196,0
62963,0
39617,0
8627,0
28158,59
107848,0
73505,0
30199,0
6357,45
50904,0
125848,0
47486,0
69869,0
617,16
123085,0
22840,0
136777,0
31313,0
35039,0
115420,62
98870,0
137295,0
45537,0
49383,0
62974,0
6784,28
74556,0
78622,0
136683,0
80291,0
17626,46
58063,0
62833,0
104528,0
140087,0
25820,0
59396,0
37933,0
12546,55
48034,0
4728,0
75503,0
91229,0
54251,0
78528,0
115142,0
41879,34
53942,0
115813,0
913,25
98509,0
21567,36
134889,0
21505,43
131416,0
42684,0
71655,0
89873,0
90537,0
140259,0
1840,27
52092,0
60662,0
65516,0
121293,0
140404,0
101577,0
19700,21
87276,0
6126,51
53829,0
19630,40
100073,0
111407,0
94632,0
46475,0
102211,0
125401,0
119896,0
102257,0
110691,0
75508,0
79762,0
8533,51
60962,0
74015,0
28209,0
11401,20
93135,0
105809,0
18145,0
63042,0
18389,49
131516,0
100060,0
70278,0
49875,0
68388,9
119710,55
126265,0
9835,33
79993,0
107789,0
40304,0
49032,0
111135,0
108517,0
133507,0
45226,0
51423,0
126639,0
26651,86
71477,0
109446,0
39476,0
83446,0
139239,0
48082,0
90992,0
110561,0
67089,0
117139,0
126463,0
12513,0
48302,0
79573,0
120451,0
28959,0
139739,0
67778,0
115453,0
40476,0
120690,0
52256,0
13209,0
117070,0
53188,0
73179,0
107183,0
121309,0
22265,75
117326,0
74979,63
94063,0
101241,0
23366,0
40627,42
41346,33
97548,0
14871,0
61514,0
135221,0
101660,0
127469,0
120560,0
129133,0
130598,0
8197,47
52599,0
60362,0
88632,0
132096,0
93072,0
18102,77
35035,0
101935,0
52840,0
106364,0
62733,3
26143,50
8412,0
52546,0
95229,0
107111,0
112311,0
133511,0
98005,0
120235,0
120174,0
7773,34
18023,0
97169,0
105906,0
103808,0
32537,0
45261,0
109083,0
34105,20
125719,0
83384,0
41722,48
25283,32
109416,0
97953,0
15565,38
17263,0
82918,0
43175,75
2706,18
109308,0
131603,0
43589,0
94259,0
20435,15
59418,0
88385,0
136928,0
21761,0
6649,0
96231,0
117796,0
89746,0
73819,0
67947,0
114043,0
51868,0
127432,0
70095,0
111154,0
38869,0
123933,0
8962,35
37235,0
88957,0
70839,58
3213,0
53494,0
84122,0
65219,0
63297,0
83345,44
15076,57
12857,0
96413,0
9533,49
34283,88
32904,0
124520,0
4568,54
80537,0
19961,45
40120,0
110774,0
25093,-5
59527,0
68794,0
124432,0
31704,0
53977,0
33273,0
43453,0
3287,4
12578,64
69795,0
42861,32
117974,0
120051,0
85154,0
6424,0
138684,0
91732,0
131576,0
41359,0
42826,18
71615,0
43811,0
114123,0
108414,0
6608,0
130213,0
108531,0
81687,0
7421,7
36040,0
59569,0
58315,0
114351,0
15066,0
67087,0
16107,31
6416,45
84805,0
10932,42
33518,0
101210,0
22461,15
15622,61
62890,0
76193,0
94983,0
116282,0
60021,0
65944,0
77834,47
53258,59
41068,15
69715,0
140139,0
78230,0
82229,0
137166,0
19908,30
128969,0
121866,0
139938,0
97347,0
82383,0
95768,0
136416,0
39704,0
41457,49
41889,0
57237,0
45623,0
138481,0
139382,0
26938,-15
89278,0
89461,0
121557,0
36458,0
27835,44
30061,0
132214,0
66033,0
94246,0
31414,0
40594,0
12918,27
90335,0
117313,-3
33816,0
137956,0
19932,49
30084,0
64952,0
140554,0
50401,0
20960,0
121132,0
32727,0
63286,13
108791,16
106291,0
43660,0
37164,0
25330,49
131659,0
58561,0
58244,0
50664,0
135627,0
113200,0
12365,0
22604,16
65181,0
21933,14
97790,0
24077,0
50608,0
66204,17
56214,0
34110,34
78794,0
120052,0
128521,0
66523,0
41231,0
52264,0
119962,0
68066,0
90224,0
122466,0
17596,0
22186,44
108436,0
82376,0
49952,0
135396,0
45449,0
54994,57
109559,0
119151,0
35890,0
83498,0
108589,0
16432,67
111510,0
38710,0
58167,0
105826,0
137645,0
22865,0
39548,0
51529,0
121305,0
59359,0
31328,0
101562,0
10930,31
4800,0
27484,0
104146,0
130677,0
66572,40
58991,0
33899,0
48204,0
79290,78
3814,48
136453,0
15855,0
52692,0
34765,0
41176,0
41459,0
76857,0
282,94
98073,0
132533,0
30575,0
104107,0
118360,0
1477,33
35903,0
87992,0
92569,0
58068,0
16509,10
111637,0
75713,0
62620,0
75616,0
133537,0
134775,0
28786,0
19257,0
35583,0
72935,0
76467,0
82381,0
83637,0
107820,0
59174,0
39716,0
62898,67
96755,0
122025,0
67494,0
65047,0
103499,0
67545,0
38058,0
33815,0
90081,0
38631,0
13519,57
7276,0
38658,0
5156,59
77166,0
86004,0
109309,0
38161,0
12005,47
36441,0
38382,0
68660,0
76204,0
44014,0
21766,0
4840,-6
19087,-22
33075,0
105142,0
115596,77
108553,0
116139,0
63825,0
64107,0
26442,24
56144,0
88339,0
6507,0
46600,0
125381,0
53382,6
77748,23
20786,58
42716,25
58742,0
136454,0
29351,0
14268,53
118268,0
77057,0
86521,0
22154,26
118525,0
113458,0
29228,0
118205,0
86675,0
70009,0
63131,0
12434,0
129175,0
123067,0
30624,0
88076,0
26908,36
38548,0
60014,0
46480,0
20836,7
124048,0
126654,0
21663,74
48148,0
98346,0
102937,0
19623,30
92829,0
139460,0
73906,0
88482,0
82185,0
26596,135
53030,0
123783,0
58241,0
72894,0
17832,60
115564,0
76732,0
65926,0
38206,0
69139,0
60965,0
26858,0
6058,39
135253,0
119695,0
110246,0
128786,0
118883,0
20650,0
120650,0
107672,0
121790,0
120901,0
41634,80
52377,0
69776,0
140445,0
140381,0
54855,0
34632,5
90469,0
80744,0
110167,0
16083,0
38627,0
40465,9
130140,0
60619,0
314,0
95529,0
123649,0
13542,32
40843,17
91325,0
108140,0
139102,0
126940,0
111061,81
28659,0
122985,0
73110,0
60486,0
27176,17
25481,31
28434,72
32159,0
111466,0
100217,0
10141,0
41831,65
59496,0
125755,0
89811,0
61903,0
128252,0
98013,0
68822,0
89168,0
99826,0
62345,0
47154,0
56082,0
87562,0
11159,50
32851,0
5315,21
27646,98
131680,0
100120,0
17847,0
8168,40
14540,85
107280,0
25794,72
27333,0
39587,0
77301,0
78252,0
35725,0
63818,0
139358,0
548,0
80382,0
12521,-12
76353,0
138461,0
37519,0
24587,0
129420,0
88397,0
66281,0
30494,0
53359,38
118464,0
130191,0
107184,0
140701,0
56205,0
13046,0
82515,44
113001,0
27941,0
43001,52
89302,0
136206,0
86729,0
1332,0
8841,12
124440,0
124707,0
138239,0
30007,0
84299,0
7035,0
12893,15
118680,17
35273,0
97356,0
106138,0
2259,0
79576,0
39976,55
81519,0
56308,0
101494,0
118497,0
6803,45
83016,56
117153,0
127577,0
130772,0
36260,0
118790,0
42995,0
10640,73
75953,0
88394,0
104699,0
131865,0
1084,54
24850,40
49340,0
137440,0
43263,33
103085,0
108342,0
68228,0
132287,0
117041,0
124853,0
29688,0
25355,0
54222,0
67983,0
99613,0
104513,0
76514,0
112922,0
4696,49
49781,0
139301,0
16514,61
33301,0
66621,0
20717,67
62638,0
95987,0
88639,0
89334,0
117673,0
7860,11
56731,0
57117,0
48889,0
84110,24
87888,0
107871,0
21398,63
82343,0
53740,0
41679,0
117252,0
65106,0
125995,2
97758,0
109744,0
48395,0
69317,0
41841,40
121935,0
19001,15
54110,0
60300,0
107417,0
18387,0
102050,0
104417,0
54362,0
76015,0
127316,0
56425,0
96823,0
31475,0
135847,0
3778,37
7129,56
28380,23
118650,0
13607,0
114,0
53384,77
91470,0
60437,0
73136,0
66365,0
84154,0
25100,46
66476,0
50247,0
132497,0
55981,0
105500,0
139185,0
73305,0
5276,67
118146,0
123329,59
63540,0
127275,0
122567,0
114425,0
36437,0
87014,0
134503,0
66827,0
115569,0
135739,0
13450,52
42891,0
50064,0
98211,0
38989,0
4414,0
44623,0
95018,0
19762,47
67270,0
84621,46
36689,0
82495,0
115565,12
1082,0
39510,0
131366,0
136075,0
38699,0
137287,0
19576,63
119145,-1
126324,0
62384,0
106356,0
115241,0
96612,0
117638,0
89294,0
21209,0
82084,0
20134,0
138241,0
87801,0
81152,0
106161,0
21288,64
45695,0
140278,0
107879,0
133947,0
14739,61
128692,0
8349,0
18237,13
68187,0
69376,0
102133,0
111619,0
599,5
89023,0
66642,0
96130,0
121213,0
23209,0
84795,0
45358,0
133776,0
119013,0
23751,0
27052,86
84816,0
74023,0
127355,0
38551,0
55744,0
53432,19
75416,0
10643,0
134806,0
139989,0
39907,0
81098,0
98504,0
67165,0
58179,0
90851,0
28478,70
121234,0
11376,70
16969,61
60428,0
105674,0
132110,0
108488,0
135370,0
75885,0
56992,0
133763,0
70662,0
92802,0
114234,0
31456,0
3810,53
18710,0
50789,50
1166,70
17139,2
12616,56
37600,0
66032,0
81205,0
97543,0
92216,0
79063,0
21410,56
23496,0
110867,0
56848,0
6957,70
57411,0
88502,0
122348,0
137866,0
54272,0
92490,0
70777,0
94196,0
108314,0
38374,0
51424,0
39743,0
71620,0
30134,0
79045,0
81729,0
19675,0
22312,18
78324,0
26052,49
40222,31
93035,0
138900,0
114009,0
86132,0
139427,0
149,0
22573,55
64821,0
100401,0
112870,0
27069,0
131595,0
96303,0
138666,0
87082,0
139531,0
21037,49
54329,0
104315,0
45093,0
71231,0
103707,0
106078,0
49508,0
52933,0
126441,0
111443,0
94086,0
23253,66
80484,0
136263,0
105136,0
128829,0
74281,0
73106,0
95487,0
62993,0
8669,64
109315,0
100385,0
112505,0
64868,0
19561,56
26107,71
92215,0
85143,0
86644,0
67959,72
89939,0
107952,0
100799,0
88678,0
26066,14
57860,0
112443,0
37156,0
84403,0
68718,0
32092,0
51061,0
2637,31
16482,0
75447,0
123256,14
78563,0
58532,0
16581,5
10054,105
40453,26
16393,-5
585,0
114605,0
51828,0
65499,0
85834,0
4768,0
7786,1
33719,0
66949,0
99730,0
118876,0
